#{"t_start": 1767282671.5226421, "env_id": "None"}
r,l,t
268.8408,55,19.522552
130.79128,28,19.528636
172.76662,37,19.533042
194.9761,46,19.537905
280.29956,58,19.537946
84.17386,19,19.54683
155.7351,33,19.546857
102.96467,22,19.549943
170.35263,38,19.552093
178.06139,42,19.553652
156.12541,34,19.559433
99.28039,23,19.565434
245.7632,52,19.575631
96.32179,21,19.57567
88.068924,20,19.584332
195.2785,40,19.58742
189.96432,41,19.588727
136.54718,31,19.591552
128.2688,27,19.598616
200.44206,43,19.601365
158.1143,34,19.607706
156.55388,35,19.609256
249.85301,56,19.61067
141.22546,31,19.613589
201.74486,48,19.616326
128.86328,27,19.624954
177.48627,42,19.62821
121.235695,26,19.639441
278.16394,57,19.63948
174.17651,36,19.644678
225.49004,47,19.654777
162.3215,35,19.656428
131.08284,30,19.657824
90.02692,20,19.663772
134.5714,30,19.673234
144.56117,33,19.674705
187.50461,43,19.676909
182.05286,37,19.681728
208.99434,43,19.68523
138.1665,30,19.688542
184.95476,41,19.696933
162.6767,36,19.709331
249.83876,60,19.723216
90.88059,20,19.723253
207.30351,41,19.723259
125.62032,27,19.727873
179.40251,39,19.729584
86.11215,19,19.73487
193.1666,41,19.738656
226.9901,54,19.744579
181.81775,41,19.744602
236.97153,47,19.74609
409.7964,84,19.746107
166.87283,36,19.746112
209.92448,44,19.761896
232.2162,49,19.764734
141.96043,31,19.778468
119.61577,28,19.782528
194.19548,44,19.789466
319.8149,66,19.812276
237.5454,53,19.821081
227.99272,44,19.825969
214.80975,43,19.825994
251.96634,53,19.825999
191.34915,43,19.826003
221.53009,44,19.827427
160.3531,35,19.828818
225.0251,48,19.831668
169.98032,36,19.831685
247.16821,56,19.83169
246.11346,54,19.836647
79.6861,18,19.845017
165.68257,36,19.846526
349.9433,73,19.856936
97.937,21,19.863313
88.56022,20,19.869323
204.31248,46,19.877827
139.84787,31,19.894932
168.06065,38,19.897551
207.21794,45,19.911662
186.1262,42,19.913342
159.86842,38,19.918679
370.05292,70,19.918707
217.71843,48,19.925217
245.17651,52,19.926641
130.76064,29,19.926659
193.746,43,19.929148
163.64783,36,19.931803
290.12393,59,19.931821
253.01758,58,19.934904
80.91551,18,19.951064
209.66087,46,19.963776
358.85095,74,19.966565
244.3883,59,19.968269
173.54512,40,19.972463
126.3372,27,19.974834
117.46748,26,19.980544
226.20639,48,19.985727
123.105484,27,19.985753
175.7179,39,19.990445
167.35379,38,19.996204
212.9726,46,19.998624
81.20302,18,20.004099
172.81856,38,20.007461
229.59917,51,20.009683
147.51949,33,20.015604
99.611465,22,20.028386
167.71754,40,20.049236
331.2739,66,20.05252
316.95325,64,20.052552
106.52763,24,20.05565
90.415474,20,20.055673
223.732,47,20.057382
123.6729,30,20.058962
204.56595,45,20.060384
181.97784,40,20.063269
205.99318,43,20.066925
197.3359,42,20.073648
143.98698,30,20.087196
196.64554,43,20.087235
298.71835,61,20.092952
232.93872,50,20.094338
96.42147,22,20.095788
151.35619,34,20.116569
180.76617,41,20.128369
105.01255,23,20.128407
335.11923,69,20.133516
207.88893,44,20.145326
227.62344,51,20.153278
256.66507,52,20.153317
226.08426,45,20.156034
240.47475,53,20.157239
223.4784,51,20.158622
200.7894,42,20.170681
147.35564,32,20.176939
129.3717,29,20.181102
367.6471,73,20.182913
137.91045,32,20.188505
233.51428,53,20.190012
113.56594,24,20.190032
236.37369,51,20.190038
116.12039,24,20.195597
289.0762,60,20.195614
171.55243,37,20.204959
371.57278,83,20.206712
148.13855,35,20.218136
152.92622,34,20.221292
103.72322,22,20.230512
170.7155,38,20.245719
185.88075,40,20.254396
247.4741,51,20.257517
182.37164,37,20.260673
170.01286,38,20.26362
258.49594,55,20.265156
189.8108,42,20.265173
108.94417,24,20.265179
194.88065,41,20.276462
164.07523,37,20.277841
237.9091,52,20.280641
214.53627,52,20.288374
218.2242,48,20.293916
267.31613,60,20.310285
136.71568,30,20.310322
127.85255,28,20.313473
230.09258,50,20.313491
128.3043,27,20.313496
169.5513,39,20.328658
263.75403,54,20.329955
230.25389,51,20.337039
163.27168,36,20.340139
161.70834,34,20.341698
171.62022,38,20.346295
85.37534,19,20.3481
271.53635,59,20.361075
240.34894,54,20.362459
121.58188,27,20.362481
288.95468,58,20.368143
76.68269,17,20.379205
186.8976,38,20.379242
207.58403,45,20.392036
145.6421,33,20.39847
86.66834,19,20.398494
176.30435,38,20.39994
236.45044,49,20.403716
303.26337,60,20.40514
130.39612,28,20.41378
194.34564,41,20.417897
344.5785,79,20.434764
213.96405,47,20.434796
162.61699,40,20.438493
172.18953,36,20.450905
259.09985,57,20.45094
341.40442,71,20.468551
201.16473,45,20.468594
180.74716,38,20.4686
191.7829,39,20.476993
211.42752,46,20.489603
293.20267,61,20.489641
260.40552,51,20.500762
197.5335,41,20.500789
172.012,36,20.506538
215.38736,47,20.508143
246.67548,55,20.512455
171.4736,37,20.521341
282.55045,59,20.522059
76.216545,17,20.531944
96.36019,24,20.535549
171.20236,36,20.537327
237.82404,52,20.539636
80.988335,18,20.546576
208.74484,45,20.554477
241.5971,55,20.556447
134.28622,29,20.562461
204.18152,46,20.563937
301.55032,69,20.568717
171.23581,35,20.574414
271.79395,57,20.576418
139.04381,32,20.580968
231.99461,50,20.582504
111.66085,26,20.584357
228.59383,46,20.586856
113.15473,24,20.589923
136.03958,28,20.589942
89.49511,20,20.599033
204.46996,45,20.605805
107.400505,23,20.628016
152.59406,33,20.629463
141.63013,30,20.630914
142.99324,32,20.63988
249.26562,58,20.639921
237.68727,49,20.643192
233.20613,49,20.644514
160.01,34,20.647569
208.58089,44,20.654531
377.69592,72,20.664781
210.71382,48,20.668658
269.09982,61,20.670267
231.72348,48,20.676799
250.74852,51,20.680918
198.45723,45,20.683751
135.33145,33,20.689824
255.20546,53,20.694127
132.44534,29,20.698408
190.98067,41,20.701706
125.49988,27,20.70173
159.04143,36,20.703509
194.68114,45,20.707046
205.60132,41,20.718296
189.14069,45,20.720428
157.07596,34,20.727184
137.30864,31,20.731038
129.51881,27,20.737327
252.11887,53,20.737361
106.197624,25,20.744664
193.31728,42,20.746003
160.02461,37,20.752074
220.82735,46,20.764812
108.758156,26,20.764851
124.59629,26,20.766243
156.69722,37,20.768426
164.41833,37,20.777055
254.3326,59,20.778412
188.06346,42,20.781246
246.71086,51,20.790412
98.17612,22,20.794836
181.48979,42,20.807061
144.58455,31,20.807102
200.15808,44,20.817429
176.56087,38,20.820362
310.11783,62,20.820389
217.94151,44,20.823857
138.6468,29,20.828871
119.72224,26,20.830269
218.08784,50,20.839166
162.90184,36,20.842752
205.28166,44,20.856548
148.75189,34,20.859664
123.0039,26,20.861109
195.93163,43,20.864199
100.73866,22,20.874958
217.30751,48,20.881212
209.86699,43,20.885356
277.47864,60,20.889867
200.63881,41,20.89299
101.75914,22,20.898774
180.9045,41,20.904459
159.09889,34,20.909822
229.43555,46,20.912934
165.76025,34,20.931524
152.48233,33,20.931561
218.2017,46,20.933159
152.45464,32,20.955408
274.7406,66,20.961043
230.49292,48,20.9658
345.49725,69,20.971778
195.43553,43,20.974144
155.63129,37,20.97417
159.47966,35,20.97717
322.4136,70,20.978737
264.25735,54,20.989233
75.85172,17,20.989267
191.67119,43,21.002362
168.6247,34,21.002411
200.54572,44,21.005548
226.43228,49,21.007318
105.70942,24,21.007342
92.07534,20,21.010983
105.28105,23,21.015837
318.96988,67,21.028169
90.46919,20,21.028207
114.28667,28,21.031206
137.41644,29,21.034557
146.13087,35,21.034585
227.9145,53,21.040482
121.112564,27,21.056017
107.44991,23,21.057576
293.38278,66,21.068753
152.52905,33,21.076815
165.7324,35,21.078834
262.96445,57,21.08876
177.11354,39,21.094716
135.76457,29,21.097741
237.35707,50,21.10264
157.60637,38,21.104797
113.73898,25,21.111223
183.55656,42,21.114648
237.91055,53,21.116283
188.18347,43,21.123933
139.26654,33,21.123966
128.32274,28,21.130035
80.25188,18,21.13006
239.98055,49,21.133898
229.32144,52,21.136907
97.22653,22,21.147281
384.5951,83,21.15391
119.76644,26,21.163129
235.25427,50,21.165803
179.35951,40,21.176872
221.25313,47,21.178534
130.27188,30,21.180125
135.13872,28,21.184263
87.36147,20,21.186889
167.32211,35,21.203647
291.93182,65,21.203686
166.81503,39,21.20541
182.39003,43,21.205427
250.30382,54,21.216145
239.44131,52,21.21797
185.37093,38,21.230063
148.83824,32,21.231503
292.1576,65,21.231525
231.28212,51,21.236749
109.952736,24,21.257844
135.56038,29,21.264208
144.94656,32,21.269057
92.72753,20,21.277259
192.06326,46,21.27885
121.986916,26,21.284111
150.51538,33,21.28415
238.99202,52,21.286149
296.5459,64,21.29077
247.94186,52,21.290791
199.24593,43,21.292076
157.00433,34,21.297578
282.0639,61,21.29908
228.70897,48,21.307859
103.25327,22,21.317192
89.60424,20,21.321462
106.701035,26,21.323448
223.90034,49,21.323469
149.17091,31,21.339511
143.49615,31,21.33955
198.94669,41,21.346659
147.46394,33,21.352483
269.3357,56,21.361363
160.28738,36,21.366241
146.07477,31,21.366263
254.9456,57,21.371022
180.14244,40,21.372849
204.44531,44,21.372874
195.51717,44,21.374469
132.56625,28,21.374487
523.9218,113,21.392819
203.28102,43,21.402426
85.69877,19,21.403765
117.950195,25,21.405082
180.85239,37,21.407566
182.73454,38,21.410159
265.94308,56,21.426175
183.8407,42,21.427517
134.45952,31,21.429166
214.36726,46,21.429182
148.35558,32,21.429187
262.378,61,21.42919
84.48833,19,21.439324
214.79897,48,21.454526
76.54543,18,21.459394
221.02765,49,21.460902
242.78899,53,21.462413
84.66597,19,21.463879
158.90176,36,21.475481
158.89735,37,21.481261
238.58952,48,21.485684
202.04382,44,21.487644
210.57741,44,21.490702
150.18524,33,21.4953
297.43353,68,21.502432
187.75526,41,21.510804
115.54251,25,21.512191
91.084114,20,21.516761
178.90086,39,21.51678
236.27805,49,21.523197
154.17172,33,21.524832
102.213486,22,21.532387
103.42388,22,21.536021
161.36707,36,21.536054
173.74666,39,21.539124
212.45412,45,21.542379
152.05228,35,21.549119
91.09556,20,21.550386
122.015854,27,21.56073
303.65082,71,21.56563
200.31534,43,21.56725
216.55711,47,21.568972
126.9646,27,21.57393
174.79713,40,21.586001
142.5629,32,21.593934
125.11951,28,21.595367
128.86166,28,21.60473
86.69865,19,21.606403
176.40591,38,21.610633
188.68102,42,21.615676
201.226,43,21.617842
219.91707,51,21.619651
134.2026,29,22.158314
85.75274,19,22.163918
153.28975,34,22.165352
278.39468,68,22.16537
321.3075,65,22.175603
104.99368,23,22.175645
97.37706,21,22.200761
245.90387,58,22.205589
224.41524,52,22.220596
135.17479,30,22.220635
203.87607,43,22.231326
221.85847,48,22.240257
290.6354,59,22.242072
350.60675,72,22.244042
192.0007,41,22.245742
217.56694,47,22.251948
253.22229,54,22.261416
206.6317,47,22.265904
193.42697,43,22.265926
243.93384,49,22.269749
303.091,66,22.303605
85.383095,19,22.305676
222.75266,51,22.305692
169.31454,38,22.318797
168.96259,38,22.324175
194.90245,44,22.324209
347.94196,72,22.327187
305.76392,64,22.336472
267.3599,58,22.336508
179.2178,40,22.340928
232.01193,49,22.340951
237.11491,51,22.348424
331.04437,67,22.352513
251.09898,60,22.367989
177.48897,39,22.384442
194.21329,43,22.390261
182.98663,37,22.395211
174.57384,41,22.401111
154.93509,33,22.402761
154.47676,34,22.404491
201.8628,43,22.407327
340.69516,71,22.415581
208.51228,47,22.420119
272.5163,60,22.426209
216.5532,43,22.427548
415.25778,83,22.431796
221.23085,47,22.447085
93.579796,21,22.453797
253.27113,60,22.460221
283.66922,58,22.463208
170.2762,34,22.464554
154.63484,33,22.464572
198.6961,44,22.48243
222.67377,50,22.488832
242.84004,54,22.490793
178.45627,41,22.507556
178.05698,38,22.511007
167.59431,39,22.526016
348.9217,78,22.52837
283.31372,58,22.537339
181.96681,40,22.53738
282.2476,58,22.544624
355.89587,75,22.556651
229.38742,46,22.556689
110.38105,24,22.560905
367.69275,78,22.566038
187.83983,41,22.568382
226.90796,52,22.575139
250.17393,52,22.575166
193.81152,42,22.578306
222.93193,50,22.591403
155.93735,33,22.594489
291.85822,66,22.598307
156.46034,37,22.609407
191.53029,44,22.612562
138.36145,29,22.614123
194.94296,40,22.61414
170.09238,38,22.625559
197.45953,44,22.626966
317.02762,64,22.62965
91.10136,20,22.632255
161.65802,35,22.63648
183.50775,41,22.63958
191.18823,42,22.643759
185.68604,40,22.646619
150.64061,33,22.652455
162.08507,38,22.658625
157.48569,34,22.675211
160.43304,37,22.675249
182.94728,39,22.684149
347.0948,75,22.694683
177.11006,37,22.699068
126.68188,29,22.699087
262.6273,53,22.709135
229.76991,50,22.716808
239.64505,50,22.718838
226.82066,49,22.728653
229.48763,54,22.73128
418.94662,87,22.734728
250.86426,56,22.737628
280.7544,62,22.759175
229.4879,47,22.762197
167.61452,37,22.762214
179.04305,39,22.771456
324.6132,72,22.785805
199.78299,43,22.790623
315.4461,69,22.802063
374.49426,80,22.806092
305.41568,67,22.806123
240.58885,50,22.810296
202.55016,47,22.820926
356.95084,72,22.833107
200.66965,46,22.850062
321.0608,67,22.856447
266.5452,55,22.865097
156.8737,34,22.866815
252.86603,54,22.873076
374.1497,74,22.875084
353.0912,74,22.879647
328.85074,67,22.886499
395.02805,95,22.897685
276.3057,61,22.901362
269.52933,60,22.902842
208.802,42,22.911432
245.41515,50,22.914703
272.475,60,22.921234
287.05396,63,22.925859
278.93405,62,22.927376
135.46939,28,22.931929
206.94934,46,22.935342
218.51678,45,22.939898
178.19229,36,22.939919
209.74683,45,22.951707
219.18231,47,22.955098
145.77304,34,22.967175
190.90915,44,22.967204
254.67851,57,22.984781
84.14944,19,22.991811
179.39737,41,23.00638
262.31326,61,23.014263
246.36636,53,23.022496
174.34984,37,23.025589
211.06462,44,23.025609
324.90448,67,23.028323
227.0252,50,23.02985
241.48929,50,23.03624
271.9442,66,23.038019
342.0894,65,23.03804
264.01407,58,23.038045
274.82532,64,23.050955
108.20078,24,23.057936
250.66464,56,23.071545
301.23975,64,23.087337
268.90152,58,23.095416
205.53455,44,23.101049
240.6466,56,23.107091
324.17026,69,23.110216
200.74709,42,23.113907
187.1061,43,23.115573
179.24928,39,23.130974
217.05142,50,23.131011
248.91782,52,23.132805
269.1502,55,23.132827
371.54196,74,23.160033
198.68213,46,23.170975
261.50372,55,23.172642
351.2907,69,23.178626
390.78293,85,23.180398
127.893814,28,23.182513
386.31866,84,23.182531
153.79694,36,23.182536
249.87613,49,23.185712
231.87256,47,23.187149
185.86005,40,23.187165
237.41757,53,23.209077
197.66248,43,23.209117
282.9247,56,23.210731
246.74698,51,23.22699
126.47919,29,23.23808
189.87775,40,23.267838
204.57587,46,23.269461
263.2263,54,23.275023
249.73608,52,23.281361
249.05643,53,23.285272
329.82962,66,23.286717
246.84853,55,23.288777
390.2934,85,23.291587
269.18097,55,23.29317
210.98463,47,23.299078
348.17557,69,23.304675
243.11668,53,23.309585
126.26305,27,23.313723
90.97954,20,23.325699
378.44394,77,23.331423
270.576,58,23.332987
264.94177,53,23.334408
142.44588,31,23.341477
234.29016,49,23.357099
177.84998,40,23.359943
161.31721,36,23.368452
188.68716,44,23.36849
199.54414,40,23.369991
247.54129,56,23.374426
256.32785,51,23.374444
178.89497,41,23.381211
185.09099,42,23.390748
446.84177,98,23.392324
275.52786,64,23.395501
175.28426,40,23.405046
181.19817,40,23.406467
199.66003,48,23.422406
259.40088,54,23.423919
226.12402,47,23.425423
182.55228,38,23.427722
199.49248,42,23.445673
173.23688,38,23.44571
186.77621,45,23.460559
233.12859,50,23.462134
207.29126,46,23.476493
188.31827,40,23.481336
249.16562,59,23.481372
346.51794,71,23.488925
284.6846,61,23.497692
310.379,61,23.511112
264.7933,56,23.512958
271.79077,64,23.512976
237.2165,49,23.51904
242.8686,50,23.524044
270.9292,55,23.534478
295.83435,61,23.542253
160.39784,35,23.543667
239.72581,55,23.55396
239.03783,50,23.557703
315.1191,59,23.561193
179.30374,38,23.572491
143.63995,32,23.576404
153.35448,37,23.585548
180.06891,38,23.599296
303.78433,62,23.60503
250.51694,58,23.605069
289.86722,64,23.608488
106.438965,23,23.620315
221.26273,54,23.621805
167.52293,39,23.635175
450.96927,93,23.644573
260.0734,52,23.647802
262.04825,54,23.651412
314.4369,69,23.655892
128.62125,28,23.658968
284.07193,63,23.660348
203.37654,41,23.666761
139.73318,30,23.677822
147.8733,30,23.679327
306.81027,65,23.680803
260.69937,57,23.690241
205.8591,43,23.692074
307.08322,67,23.693474
226.49123,49,23.69962
282.35904,59,23.715118
230.09087,48,23.728336
213.1772,44,23.734507
191.01553,44,23.745696
181.55768,42,23.749135
264.57077,55,23.753472
291.07773,57,23.761773
251.0206,58,23.766238
206.20258,43,23.773137
293.71143,61,23.777787
157.10077,41,23.777807
250.27168,53,23.782481
249.42873,57,23.800418
192.223,40,23.80417
304.6899,67,23.806584
101.86613,22,23.80811
200.22557,43,23.813671
294.638,66,23.81724
286.7219,58,23.823356
371.69217,82,23.836148
123.09724,26,23.854983
188.91525,40,23.855022
178.84517,42,23.855029
135.52904,29,23.856421
301.11703,62,23.858019
289.88724,61,23.859523
262.9081,54,23.85954
215.45537,48,23.863499
153.5296,36,23.883349
82.54129,19,23.891239
174.23265,37,23.892847
100.61617,22,23.902369
278.21613,71,23.904156
366.02585,84,23.912143
173.28969,43,23.924804
168.02258,35,23.929837
282.67075,65,23.929863
146.37704,36,23.935379
319.60416,65,23.93541
185.8337,44,23.94801
204.95256,47,23.954233
362.10757,73,23.960262
250.09985,56,23.979719
259.27444,59,23.979758
119.726105,26,23.983239
185.11594,42,23.991426
167.10667,38,23.995913
237.5775,53,23.99737
130.79634,28,24.003312
291.3239,64,24.009933
250.52528,53,24.011813
188.9102,39,24.019016
203.50734,44,24.037884
262.78784,58,24.039523
255.27283,61,24.039544
283.60095,61,24.03955
380.26627,78,24.044203
377.60104,77,24.052258
148.73163,31,24.060623
207.94958,46,24.063615
176.65015,40,24.071579
154.7352,34,24.079668
175.7622,39,24.095961
249.31355,52,24.09748
284.3117,65,24.105195
312.40402,63,24.111682
167.40773,36,24.114746
359.3254,76,24.132382
216.40427,47,24.148486
346.38663,72,24.156428
216.69649,48,24.159553
265.41498,58,24.162619
290.88687,60,24.16264
271.9763,62,24.165519
164.70145,35,24.167436
250.35081,52,24.170895
166.68913,37,24.172437
216.81107,51,24.174
342.24765,72,24.185605
189.61183,42,24.187228
205.0109,42,24.194839
191.4189,41,24.194866
317.41748,68,24.213491
168.51028,37,24.220046
152.77538,35,24.227345
187.90576,42,24.237871
153.16136,34,24.240129
181.73253,39,24.243575
196.78831,42,24.246538
212.79964,44,24.248326
230.6554,47,24.260983
185.60277,41,24.266957
181.73688,38,24.269389
369.07852,73,24.27255
202.02605,40,24.272572
289.68082,59,24.275527
293.60052,61,24.290666
212.50932,48,24.305207
191.53407,42,24.305247
146.91913,32,24.306748
226.57454,49,24.32974
216.55737,47,24.337005
177.56117,39,24.337044
289.81494,62,24.340171
189.72949,40,24.34693
98.35179,22,24.346949
207.28912,43,24.346954
434.13184,87,24.35257
284.69547,62,24.356943
192.27666,43,24.358377
235.02527,51,24.365815
358.8899,76,24.38744
272.28156,62,24.39193
217.11128,46,24.39627
215.24956,49,24.401274
167.41316,37,24.406958
303.48276,61,24.408432
183.1636,38,24.40845
188.79672,42,24.410022
158.74364,37,24.419557
161.51505,35,24.425632
219.22011,51,24.434707
91.78387,21,24.446688
230.56389,52,24.455641
314.80466,64,24.469943
172.82219,37,24.469982
321.53308,66,24.475069
220.19742,51,24.482382
326.18692,77,24.500547
282.86597,55,24.502756
232.44614,50,24.504328
365.57666,75,24.508174
255.28162,53,24.511434
216.16542,46,24.512864
198.89404,49,24.512883
147.90285,36,24.516198
208.65822,45,24.524404
165.07266,38,24.529426
321.5081,72,24.543885
357.29498,82,24.547948
215.86562,46,24.564915
141.72923,33,24.564954
221.71884,50,24.568776
153.11456,32,24.575263
207.1723,47,24.575293
154.94196,37,24.575299
262.85013,54,24.575303
89.023636,20,24.585649
193.93416,41,24.589912
218.91446,46,24.604529
235.99211,52,24.607508
227.56871,49,24.614862
296.6916,61,24.629316
273.40573,56,24.636878
235.24695,52,24.644473
212.49529,44,24.653502
201.40797,47,24.655261
185.41725,41,24.655283
182.60973,41,24.655288
228.91481,49,24.660687
179.31796,40,24.664893
417.02264,87,24.672073
144.62119,34,24.678133
112.747475,24,24.679771
76.45773,17,24.691862
230.02165,53,24.693347
313.1265,67,24.704609
231.605,53,24.707544
331.70587,70,24.70918
214.1312,45,24.72614
130.86949,28,24.73172
137.29578,30,24.735618
183.48436,40,24.742274
204.80446,46,24.742304
254.91914,53,24.757585
373.1114,74,24.762221
88.362274,20,24.763706
300.233,62,24.76511
164.50888,39,24.767011
281.75995,59,24.769032
256.88766,51,24.769053
301.1609,62,24.774732
207.92036,43,24.793496
246.74207,52,24.804594
132.10732,28,24.813652
116.49446,25,24.815269
205.99733,44,24.815287
192.65508,40,24.817394
307.37775,66,24.835671
154.55772,33,24.837367
339.98767,77,24.840771
185.74171,44,24.848684
221.50224,49,24.850936
140.90332,34,24.859011
312.85538,62,24.860474
287.58646,67,24.86181
253.17357,52,24.864411
285.73077,64,24.883701
157.59737,38,24.887643
213.25916,45,24.889593
195.37897,44,24.897559
217.41092,49,24.904504
246.42453,49,24.907299
176.3694,41,24.908769
155.91934,33,24.915895
386.49173,82,24.919403
238.16246,50,24.929403
211.8054,45,24.929437
200.60773,43,24.934561
209.0618,44,24.937533
252.2414,55,24.945258
225.01009,47,24.946751
179.66393,45,24.966408
357.80838,75,24.969574
246.83678,51,24.970985
197.82487,42,24.976255
261.52234,53,24.989973
260.13058,60,24.992019
151.70166,33,24.993835
207.93083,48,24.993852
157.02422,37,24.995628
239.34679,49,25.00293
185.29547,40,25.009081
215.89293,52,25.022935
308.677,68,25.030113
196.24695,45,25.030147
128.79689,27,25.043555
321.3793,76,25.059091
202.43445,44,25.078156
151.36546,31,25.08289
283.4421,59,25.082917
302.54034,63,25.085408
244.63481,50,25.085439
203.59058,45,25.091179
299.3155,62,25.095515
245.4269,53,25.096854
206.67766,45,25.096873
111.86301,24,25.105861
381.50024,88,25.110277
367.12244,75,25.114049
349.28,70,25.129197
264.95703,54,25.133222
261.76147,55,25.135414
245.08156,52,25.145032
161.84955,39,25.172225
150.10164,32,25.178972
181.67091,39,25.179003
203.2232,41,25.180464
204.4256,46,25.180483
116.77757,26,25.184708
263.55963,53,25.186871
180.77202,39,25.186898
261.03604,57,25.201682
267.07242,60,25.207405
286.361,63,25.21512
173.9996,39,25.21695
89.99351,20,25.220189
192.001,41,25.221796
332.6026,66,25.231076
221.65121,44,25.234192
143.29366,32,25.240483
308.35632,67,25.245973
169.67763,38,25.254666
120.538246,26,25.272549
127.834946,32,25.275752
232.97314,48,25.277136
264.16403,53,25.280094
222.24991,51,25.284335
234.06544,53,25.288701
279.76538,64,25.293524
235.40536,49,25.293551
286.90222,64,25.328361
237.69493,52,25.32989
251.45041,54,25.338641
214.97202,48,25.340422
325.72177,64,25.341802
167.9475,38,25.343228
194.10092,43,25.356044
157.50098,35,25.361553
345.94736,80,25.369051
188.18285,43,25.372223
232.59901,46,25.373712
279.7963,56,25.38805
294.55646,60,25.391308
344.31134,80,25.392844
256.60617,53,25.395903
343.58435,74,25.395921
172.78386,40,25.40474
184.60516,42,25.409988
230.04318,46,25.425708
238.64981,50,25.430263
176.00237,40,25.441696
266.50082,57,25.447588
234.38821,50,25.45441
228.95334,45,25.45445
233.70305,52,25.454456
161.10043,36,25.459437
312.6956,67,25.468186
76.58351,17,25.474125
258.48157,51,25.488099
244.24962,54,25.490966
165.1763,37,25.498096
109.82583,24,25.500229
250.48512,56,25.50631
383.93417,74,25.509158
280.03287,59,25.517212
328.0505,71,25.517247
333.9739,70,25.525018
182.44905,40,25.541665
223.16354,50,25.546178
177.41231,38,25.559228
145.99132,31,25.56406
322.14673,63,25.569891
314.65097,69,25.574781
175.37639,37,25.576294
271.83026,57,25.577847
245.42166,53,25.58929
217.92426,52,25.598028
355.53192,79,25.599355
219.83032,47,25.610227
507.05594,105,25.619536
294.7561,57,25.624396
321.7658,69,25.627359
215.2645,47,25.628857
279.577,63,25.63529
154.60469,34,25.639533
227.81635,47,25.645398
127.40591,27,25.648983
226.09317,47,25.651324
203.60484,43,25.65741
211.86952,49,25.673118
289.33633,68,25.674556
133.53116,30,25.679183
159.69888,36,25.697872
254.9928,60,25.709974
336.86444,72,25.71185
142.50925,31,25.711867
154.57146,34,25.711873
245.05656,51,25.732508
316.54562,65,25.741694
246.55069,53,25.743407
277.26147,59,25.746313
198.07607,44,25.762767
398.64493,87,25.768917
166.24478,37,25.768942
236.38588,48,25.768948
259.84644,61,25.779213
334.29153,66,25.784889
198.45776,43,25.795633
118.33496,28,25.795671
153.02254,36,25.803175
228.23843,49,25.808489
373.39355,78,25.810184
209.45154,45,25.83195
315.30035,64,25.836048
277.44046,63,25.836084
188.79218,40,25.843505
181.88774,37,25.843532
366.6698,82,25.843538
270.12445,58,25.860039
241.91933,54,25.873903
256.31992,55,25.889313
275.14206,57,25.889354
237.36629,50,25.890866
297.0763,63,25.890893
247.09415,52,25.895549
150.81181,32,25.90206
308.34903,57,25.913104
284.25558,62,25.919431
260.35245,50,25.922593
198.56955,45,25.924288
238.76917,50,25.927516
220.33008,50,25.933726
241.46985,56,25.938765
127.17319,28,25.940191
345.16473,81,25.959172
115.89547,26,25.962654
190.17825,39,25.962679
207.91599,43,25.968442
276.9947,55,25.975837
295.46045,66,25.980671
112.20234,26,25.991982
167.58882,36,25.994194
292.56296,58,26.005312
208.86104,47,26.01158
309.90826,67,26.017293
235.90152,50,26.022923
221.07751,48,26.027901
316.38565,68,26.031785
155.71504,34,26.03648
168.79166,38,26.037933
179.60765,40,26.039588
234.05019,59,26.041084
188.52191,42,26.045573
156.5967,33,26.056303
203.40063,45,26.064335
399.19617,79,26.620689
191.40703,40,26.627874
228.71338,46,26.627909
203.94977,43,26.631846
277.52588,58,26.633889
243.5309,52,26.635397
155.98375,32,26.63755
182.80054,42,26.639139
320.09286,67,26.643799
207.14885,43,26.648102
192.79747,41,26.648122
146.55162,34,26.651936
245.22015,52,26.673576
269.05197,55,26.67503
311.6138,74,26.705989
174.2163,39,26.706033
184.27289,40,26.707696
195.4573,42,26.737219
225.01186,51,26.737263
259.37033,57,26.741198
384.70862,75,26.746979
219.47028,48,26.754437
261.45142,56,26.75682
254.51999,54,26.762382
285.85495,62,26.762408
275.2369,61,26.763911
194.60661,43,26.763928
319.1347,72,26.786523
103.63844,23,26.788488
317.57556,69,26.788507
181.41312,41,26.797594
299.35266,59,26.835753
392.76117,77,26.837546
181.3892,39,26.84385
228.57469,51,26.843873
191.22234,42,26.848443
265.03952,56,26.854187
276.6513,55,26.8722
405.07364,82,26.881392
222.47853,48,26.885257
245.88036,50,26.891912
106.1108,23,26.891941
121.51316,28,26.901018
292.84848,70,26.908045
336.156,71,26.909677
298.40363,64,26.918018
419.60977,85,26.92815
349.05585,74,26.945058
262.23813,56,26.94856
218.24149,49,26.951234
254.1738,55,26.958902
162.357,36,26.960371
529.9334,109,26.968761
232.57709,50,26.968803
184.32655,40,26.983012
353.753,78,26.986549
112.0929,25,26.991067
233.31181,52,26.997701
266.41544,57,26.997729
198.43445,41,27.003436
308.99423,66,27.008411
274.3595,56,27.014673
256.27893,56,27.021642
214.51811,47,27.044166
285.5059,58,27.053325
251.80151,55,27.056534
172.67505,41,27.063372
398.2868,99,27.063404
212.15282,46,27.065141
246.85622,57,27.06951
201.18326,43,27.073739
315.87863,71,27.078105
156.0581,34,27.081364
301.33502,67,27.086772
263.35077,58,27.091083
232.00633,53,27.092682
326.4761,66,27.134876
329.08054,74,27.144691
