#{"t_start": 1766737065.6382568, "env_id": "None"}
r,l,t
162406.66,1000,374.353522
161251.64,1000,374.353525
163114.95,1000,374.353528
72025.734,1000,374.353532
151884.86,1000,374.353535
161023.69,1000,374.353538
161673.44,1000,374.353541
161899.16,1000,374.353544
161732.73,1000,374.353548
161780.4,1000,374.353551
97909.945,1000,374.353554
160507.14,1000,377.126404
163506.77,1000,377.126448
160765.45,1000,377.126454
137016.72,1000,377.126458
161984.05,1000,377.126462
160404.77,1000,377.126465
140112.55,1000,377.126468
77706.445,1000,377.126471
83841.42,1000,377.126474
126896.15,1000,377.126478
161425.66,1000,377.126481
161412.52,1000,377.126484
93763.78,1000,377.126487
161303.9,1000,377.12649
161737.0,1000,377.126493
104866.88,1000,377.126497
161116.34,1000,379.30154
160941.7,1000,379.301586
154347.34,1000,379.301592
161658.22,1000,379.301596
160508.4,1000,379.301599
161454.44,1000,379.301602
160948.14,1000,379.301606
161123.64,1000,379.301609
161576.9,1000,379.301612
161391.97,1000,379.301615
161172.62,1000,379.301619
161513.61,1000,379.301622
161246.17,1000,379.301625
161790.03,1000,379.301628
160887.39,1000,379.301631
161860.55,1000,379.301634
161113.22,1000,382.090946
160354.36,1000,382.090987
161224.03,1000,382.090992
141162.16,1000,382.090997
160715.86,1000,382.091
160998.05,1000,382.091003
145519.28,1000,382.091007
161324.53,1000,382.09101
161685.83,1000,382.091013
160179.34,1000,382.091017
161263.05,1000,382.09102
161173.75,1000,382.091023
161593.97,1000,382.091026
160978.9,1000,382.09103
76745.94,1000,382.091033
99835.35,1000,382.091036
160847.84,1000,384.275237
117498.57,1000,384.275286
161092.39,1000,384.275291
161469.0,1000,384.275295
161927.7,1000,384.275299
161790.0,1000,384.275302
160503.78,1000,384.275306
162771.48,1000,384.275309
161214.83,1000,384.275312
157521.81,1000,384.275316
160436.36,1000,384.275319
162650.38,1000,384.275323
161733.61,1000,384.275326
161112.05,1000,384.275329
161379.48,1000,384.275333
161705.83,1000,384.275336
131094.97,1000,387.031758
161369.92,1000,387.031798
161805.3,1000,387.031804
156680.95,1000,387.031808
161578.78,1000,387.031812
143523.48,1000,387.031815
152235.52,1000,387.031819
90548.914,1000,387.031821
162539.12,1000,387.031825
161621.42,1000,387.031828
85491.08,1000,387.031831
162193.8,1000,387.031834
161190.56,1000,387.031837
160550.64,1000,387.031841
161395.88,1000,387.031844
162410.23,1000,387.031847
161200.12,1000,389.218569
81634.46,1000,389.218612
161616.84,1000,389.218618
161280.17,1000,389.218622
162000.8,1000,389.218626
162845.2,1000,389.218629
161929.4,1000,389.218632
161536.97,1000,389.218635
161568.77,1000,389.218638
136037.88,1000,389.218642
160726.19,1000,389.218645
88300.53,1000,389.218649
161852.66,1000,389.218652
161205.6,1000,389.218655
161826.78,1000,389.218658
65240.355,1000,389.218662
68083.46,1000,391.981332
161800.64,1000,391.981378
160740.1,1000,391.981384
161942.42,1000,391.981388
163621.33,1000,391.981391
161064.9,1000,391.981395
161977.92,1000,391.981398
161908.88,1000,391.981401
162821.44,1000,391.981405
161496.69,1000,391.981408
161498.61,1000,391.981415
123821.21,1000,391.981418
97778.32,1000,391.981422
138030.77,1000,391.981425
162714.84,1000,391.981428
161715.52,1000,391.981431
117442.66,1000,394.163331
161489.88,1000,394.163374
161617.88,1000,394.163381
163936.52,1000,394.163385
163167.3,1000,394.163388
164323.62,1000,394.163391
162166.48,1000,394.163395
161814.9,1000,394.163398
162075.95,1000,394.163401
161669.27,1000,394.163404
132545.94,1000,394.163408
80720.445,1000,394.163414
163045.52,1000,394.163418
162771.47,1000,394.163421
138742.34,1000,394.163424
162554.27,1000,394.163428
128240.07,1000,396.970725
162760.11,1000,396.970764
150360.03,1000,396.97077
118277.93,1000,396.970783
162138.62,1000,396.970786
161667.9,1000,396.97079
162148.95,1000,396.970793
161792.3,1000,396.970795
161823.28,1000,396.970798
161781.22,1000,396.970801
159731.45,1000,396.970804
161005.75,1000,396.970807
162530.89,1000,396.97081
158568.77,1000,396.970813
163036.39,1000,396.970816
162697.83,1000,396.970819
161532.28,1000,398.791801
162922.02,1000,398.791841
162050.34,1000,398.791847
162166.19,1000,398.791851
163929.7,1000,398.791854
161583.55,1000,398.791858
162421.73,1000,398.791861
161749.19,1000,398.791864
161470.98,1000,398.791867
163801.34,1000,398.79187
163879.6,1000,398.791874
131566.33,1000,398.791877
163040.56,1000,398.79188
161841.5,1000,398.791883
162095.6,1000,398.791886
161732.42,1000,398.79189
146020.0,1000,401.099606
163555.88,1000,401.099701
162027.38,1000,401.099729
163030.88,1000,401.099753
153340.4,1000,401.099776
163310.03,1000,401.099799
163689.5,1000,401.099802
163470.2,1000,401.099807
161518.14,1000,401.09981
147819.58,1000,401.099813
161504.62,1000,401.099816
152439.81,1000,401.099819
162400.39,1000,401.099823
162040.02,1000,401.099826
162686.98,1000,401.099829
121748.86,1000,401.099832
134112.95,1000,402.943606
162057.36,1000,402.94365
162104.39,1000,402.943656
162111.42,1000,402.94366
161745.69,1000,402.943663
162150.12,1000,402.943667
148450.47,1000,402.94367
162287.66,1000,402.943673
162353.75,1000,402.943676
162917.05,1000,402.943679
161651.9,1000,402.943683
162709.36,1000,402.943686
162530.69,1000,402.943689
162152.72,1000,402.943692
161827.77,1000,402.943696
161996.05,1000,402.943699
162427.12,1000,405.272983
161365.02,1000,405.273348
161213.73,1000,405.273366
158229.31,1000,405.273371
161761.72,1000,405.273375
142017.17,1000,405.273378
162165.97,1000,405.273381
118890.56,1000,405.273385
163445.45,1000,405.273388
162788.55,1000,405.273392
157204.7,1000,405.273396
163482.02,1000,405.273399
163545.7,1000,405.273402
161651.45,1000,405.273406
162538.7,1000,405.273415
162308.6,1000,405.273418
155443.23,1000,407.106228
162236.2,1000,407.106265
164572.52,1000,407.106271
162555.98,1000,407.106275
80440.3,1000,407.106278
162265.5,1000,407.106281
162572.73,1000,407.106285
163378.53,1000,407.106288
163266.06,1000,407.106291
128571.08,1000,407.106294
162258.75,1000,407.106297
163855.84,1000,407.106301
118912.82,1000,407.106304
161927.89,1000,407.106307
103664.64,1000,407.10631
157663.08,1000,407.106313
161473.52,1000,409.465182
163351.69,1000,409.465226
163015.44,1000,409.465231
164629.86,1000,409.465236
137117.61,1000,409.465239
161799.1,1000,409.465242
146398.05,1000,409.465245
161706.33,1000,409.465249
163806.06,1000,409.465252
117100.9,1000,409.465256
162980.03,1000,409.465259
162427.12,1000,409.465262
163068.34,1000,409.465266
163043.64,1000,409.465269
161848.33,1000,409.465272
162841.42,1000,409.465275
163301.39,1000,411.318687
162938.64,1000,411.318731
139331.88,1000,411.318738
162543.11,1000,411.318742
162362.14,1000,411.318746
162382.55,1000,411.318749
152441.16,1000,411.318753
163173.52,1000,411.318757
162652.25,1000,411.318761
164809.22,1000,411.318765
162888.22,1000,411.318769
161989.12,1000,411.318773
164297.12,1000,411.318776
86317.805,1000,411.318779
164745.06,1000,411.318782
163453.72,1000,411.318786
162293.03,1000,413.645543
163020.7,1000,413.645592
162965.39,1000,413.645598
96891.76,1000,413.645603
164844.64,1000,413.645606
163274.5,1000,413.64561
163642.08,1000,413.645613
164041.33,1000,413.645617
165462.75,1000,413.645621
162526.34,1000,413.645624
166266.39,1000,413.645628
117217.29,1000,413.645632
164259.52,1000,413.645636
162440.94,1000,413.645641
161849.73,1000,413.645645
163127.52,1000,413.645648
163726.7,1000,415.449244
158425.95,1000,415.449285
82909.09,1000,415.449291
163196.36,1000,415.449295
162232.17,1000,415.449298
163187.0,1000,415.449302
163667.83,1000,415.449305
163112.16,1000,415.449308
164342.02,1000,415.449311
163501.48,1000,415.449315
155804.83,1000,415.449318
162771.52,1000,415.449321
163154.12,1000,415.449331
163759.69,1000,415.449334
163404.83,1000,415.449337
164163.14,1000,415.44934
163377.03,1000,417.716851
161770.73,1000,417.716891
163071.55,1000,417.716898
163362.61,1000,417.716902
162551.86,1000,417.716905
164077.78,1000,417.716907
164294.58,1000,417.716911
97431.23,1000,417.716913
163226.05,1000,417.716916
165214.25,1000,417.716919
162631.64,1000,417.716923
130311.016,1000,417.716926
161529.81,1000,417.716929
167238.66,1000,417.716932
154578.39,1000,417.716934
161466.0,1000,417.716937
162827.14,1000,419.504756
164254.78,1000,419.504853
166082.75,1000,419.50488
140290.84,1000,419.504903
75836.96,1000,419.504925
165331.58,1000,419.504946
165638.72,1000,419.504968
161998.33,1000,419.504989
87043.164,1000,419.505011
162899.78,1000,419.505033
163103.06,1000,419.505054
165418.34,1000,419.505077
163768.05,1000,419.505098
162703.08,1000,419.505119
164343.1,1000,419.505141
162986.88,1000,419.505162
162936.39,1000,421.78378
162358.45,1000,421.78412
164143.03,1000,421.784135
164652.33,1000,421.78414
163780.61,1000,421.784144
163115.19,1000,421.784148
162698.7,1000,421.784151
164435.72,1000,421.784154
164212.86,1000,421.784158
164544.61,1000,421.784161
144164.6,1000,421.784164
163290.25,1000,421.784168
163891.5,1000,421.784171
164344.66,1000,421.784174
167132.23,1000,421.784178
162607.1,1000,421.784181
164235.08,1000,423.582505
163842.48,1000,423.582546
87863.195,1000,423.582552
149999.75,1000,423.582556
164247.05,1000,423.582559
168701.7,1000,423.582562
163099.94,1000,423.582566
163859.06,1000,423.582569
163922.47,1000,423.582572
168975.86,1000,423.582575
163610.02,1000,423.582578
162910.03,1000,423.582582
164583.88,1000,423.582585
163092.86,1000,423.582588
165793.25,1000,423.582591
165074.44,1000,423.582594
165714.31,1000,425.863463
164818.03,1000,425.8635
164766.75,1000,425.863506
164589.9,1000,425.86351
166971.4,1000,425.863514
162774.8,1000,425.863517
120759.016,1000,425.86352
165241.73,1000,425.863523
154076.23,1000,425.863527
163721.31,1000,425.86353
82113.79,1000,425.863533
165231.44,1000,425.863537
164537.19,1000,425.863539
70198.08,1000,425.863542
140034.12,1000,425.863546
164074.64,1000,425.863549
164391.2,1000,427.651323
165467.67,1000,427.651364
165844.33,1000,427.65137
164395.64,1000,427.651374
80011.195,1000,427.651377
148931.31,1000,427.651381
164285.64,1000,427.651384
166678.27,1000,427.651387
163646.56,1000,427.651391
165627.25,1000,427.651394
164815.83,1000,427.651397
164104.0,1000,427.6514
164258.16,1000,427.651403
165866.3,1000,427.651406
164275.33,1000,427.651412
134235.61,1000,427.651415
140546.47,1000,429.478369
165969.0,1000,429.478405
165798.97,1000,429.478413
164905.95,1000,429.478417
166276.67,1000,429.478421
164477.77,1000,429.478424
164237.2,1000,429.478427
164504.08,1000,429.478431
163703.89,1000,429.478434
166233.27,1000,429.478437
163448.1,1000,429.47844
162863.88,1000,429.478443
151410.69,1000,429.478446
164204.0,1000,429.47845
166085.95,1000,429.478453
163907.45,1000,429.478456
150799.72,1000,431.764713
163972.22,1000,431.764754
123396.69,1000,431.764759
164207.88,1000,431.764763
165808.06,1000,431.764766
164429.38,1000,431.76477
163813.94,1000,431.764773
164066.52,1000,431.764776
166537.27,1000,431.764779
167448.52,1000,431.764782
163901.03,1000,431.764786
164132.47,1000,431.764789
164056.39,1000,431.764792
164896.17,1000,431.764795
163887.27,1000,431.764798
164137.23,1000,431.764801
164460.56,1000,433.544749
164802.08,1000,433.54479
100420.23,1000,433.544796
114684.36,1000,433.5448
164387.94,1000,433.544803
167184.3,1000,433.544807
164710.47,1000,433.54481
166776.23,1000,433.544813
165025.98,1000,433.544816
167362.98,1000,433.54482
165294.27,1000,433.544823
166356.58,1000,433.544826
163947.39,1000,433.544829
164873.75,1000,433.544832
164026.33,1000,433.544835
163589.38,1000,433.544838
167106.05,1000,435.801787
164255.61,1000,435.801826
167063.83,1000,435.801832
164818.12,1000,435.801836
164130.6,1000,435.801839
164515.86,1000,435.801842
145124.1,1000,435.801853
164736.48,1000,435.801856
154440.14,1000,435.801858
165629.8,1000,435.801862
165368.95,1000,435.801865
165011.75,1000,435.801867
150491.45,1000,435.80187
152875.28,1000,435.801873
167242.34,1000,435.801877
168346.22,1000,435.80188
165938.02,1000,437.615181
169927.94,1000,437.615222
137970.44,1000,437.615228
165298.02,1000,437.615232
166200.12,1000,437.615235
112628.9,1000,437.615237
75718.92,1000,437.615241
138502.06,1000,437.615243
113237.59,1000,437.615247
93335.98,1000,437.615249
109874.164,1000,437.615252
164963.2,1000,437.615255
95850.92,1000,437.615258
168591.23,1000,437.615261
146239.02,1000,437.615264
165374.47,1000,437.615267
152779.22,1000,439.886191
162347.7,1000,439.886231
164448.16,1000,439.886237
167183.75,1000,439.886241
166397.69,1000,439.886245
164308.12,1000,439.886248
166644.05,1000,439.886251
165222.72,1000,439.886255
165851.7,1000,439.886257
165541.9,1000,439.88626
114745.445,1000,439.886264
165611.36,1000,439.886267
81356.49,1000,439.886271
166212.45,1000,439.886274
166341.67,1000,439.886277
165594.5,1000,439.88628
167043.08,1000,441.676421
173248.95,1000,441.676461
166806.75,1000,441.676466
165913.03,1000,441.67647
163283.38,1000,441.676474
117419.16,1000,441.676477
113917.305,1000,441.676481
166714.56,1000,441.676484
167303.48,1000,441.676487
164185.47,1000,441.676491
165599.39,1000,441.676494
168162.8,1000,441.676497
166572.94,1000,441.676501
100695.84,1000,441.676504
158545.78,1000,441.676507
166021.36,1000,441.67651
166723.2,1000,443.916007
168976.45,1000,443.916048
165240.86,1000,443.916055
165352.36,1000,443.916059
169042.47,1000,443.916062
170310.3,1000,443.916065
132759.3,1000,443.916068
164574.06,1000,443.916071
153418.2,1000,443.916074
166232.17,1000,443.916077
66036.76,1000,443.916081
166459.4,1000,443.916084
166007.36,1000,443.916087
165658.25,1000,443.91609
168420.34,1000,443.916093
162175.14,1000,443.916096
100793.29,1000,445.711497
166793.23,1000,445.711536
133236.52,1000,445.711542
90887.73,1000,445.711546
165781.27,1000,445.71155
165382.94,1000,445.711553
170014.72,1000,445.711556
166100.8,1000,445.71156
134059.39,1000,445.711563
167220.6,1000,445.711566
166137.97,1000,445.71157
168802.06,1000,445.711573
168626.66,1000,445.711576
173594.78,1000,445.711579
73128.875,1000,445.711582
166716.61,1000,445.711585
164971.45,1000,447.983605
165227.9,1000,447.983646
91580.766,1000,447.983653
165627.45,1000,447.983657
165347.31,1000,447.983661
164516.84,1000,447.983665
165523.4,1000,447.983668
165602.86,1000,447.983672
108897.47,1000,447.983675
166963.34,1000,447.983679
165462.66,1000,447.983683
165226.92,1000,447.983687
170785.8,1000,447.983691
171295.22,1000,447.983694
165133.75,1000,447.983697
164213.39,1000,447.983701
168363.8,1000,449.793478
165943.25,1000,449.793518
154481.48,1000,449.793525
165312.45,1000,449.793529
166218.38,1000,449.793532
164833.69,1000,449.793535
168749.55,1000,449.793538
168672.5,1000,449.793541
167692.53,1000,449.793544
166899.98,1000,449.793548
166596.73,1000,449.793551
126640.195,1000,449.793554
164588.61,1000,449.793558
169724.58,1000,449.793561
70087.83,1000,449.793564
167667.06,1000,449.793567
167693.92,1000,452.075166
97819.984,1000,452.075206
157498.77,1000,452.075212
165672.12,1000,452.075216
166703.0,1000,452.075219
152588.02,1000,452.075222
168023.02,1000,452.075225
164762.5,1000,452.075228
160742.9,1000,452.075232
148364.45,1000,452.075235
167671.14,1000,452.075238
166993.67,1000,452.075241
144115.48,1000,452.075244
164488.95,1000,452.075247
129666.65,1000,452.07525
166748.88,1000,452.075253
165967.89,1000,453.872579
170581.78,1000,453.872675
165485.52,1000,453.872703
167100.52,1000,453.872725
173559.19,1000,453.872747
88215.15,1000,453.872768
167687.27,1000,453.872789
157472.88,1000,453.872811
169737.17,1000,453.872832
169896.78,1000,453.872853
144638.78,1000,453.872873
167013.69,1000,453.872877
167086.97,1000,453.87288
167846.81,1000,453.872883
57784.082,1000,453.872887
166574.69,1000,453.872899
77193.72,1000,456.157275
169775.39,1000,456.157315
168548.31,1000,456.157322
167611.89,1000,456.157326
114454.125,1000,456.15733
169774.97,1000,456.157334
167243.02,1000,456.157337
165111.83,1000,456.157341
161080.67,1000,456.157344
164594.53,1000,456.157347
92088.78,1000,456.15735
169374.83,1000,456.157353
173015.98,1000,456.157356
167307.45,1000,456.157359
166459.66,1000,456.157361
170366.95,1000,456.157364
164713.53,1000,457.954209
168900.23,1000,457.95425
157525.69,1000,457.954256
168529.84,1000,457.95426
165774.25,1000,457.954263
165896.64,1000,457.954267
171193.67,1000,457.95427
165718.62,1000,457.954273
136366.95,1000,457.954276
164796.1,1000,457.954279
115210.164,1000,457.954282
168568.81,1000,457.954285
167445.23,1000,457.954288
160933.61,1000,457.954292
170456.66,1000,457.954295
161226.0,1000,457.954298
164817.19,1000,460.189155
165937.25,1000,460.189192
165651.2,1000,460.189198
129595.85,1000,460.189202
162678.58,1000,460.189205
161840.05,1000,460.189208
169832.2,1000,460.189211
124550.41,1000,460.189214
169274.55,1000,460.189218
166577.11,1000,460.189221
164995.19,1000,460.189224
165613.88,1000,460.189227
167225.16,1000,460.18923
165926.58,1000,460.189233
91144.21,1000,460.189237
167982.7,1000,460.18924
133767.58,1000,461.978978
166027.88,1000,461.979018
167425.14,1000,461.979025
174450.66,1000,461.979028
165903.23,1000,461.979031
171969.47,1000,461.979035
166282.16,1000,461.979038
114933.52,1000,461.979041
81531.53,1000,461.979044
165401.28,1000,461.979048
168521.9,1000,461.979051
168435.58,1000,461.979054
165583.05,1000,461.979057
168618.64,1000,461.979061
168968.92,1000,461.979064
169162.75,1000,461.979067
168367.52,1000,464.231961
166561.03,1000,464.232002
170735.33,1000,464.232008
166135.53,1000,464.232012
166343.14,1000,464.232015
159503.75,1000,464.232018
165562.44,1000,464.232021
163747.66,1000,464.232024
91622.55,1000,464.232028
169814.38,1000,464.232031
148780.72,1000,464.232034
167949.12,1000,464.232037
165947.56,1000,464.23204
146604.19,1000,464.232043
172163.19,1000,464.232046
158378.28,1000,464.232049
80174.195,1000,465.996419
168459.47,1000,465.996458
168448.61,1000,465.996464
169088.1,1000,465.996467
166638.62,1000,465.996471
112585.91,1000,465.996474
167501.73,1000,465.996477
153724.23,1000,465.99648
157510.55,1000,465.996483
170783.9,1000,465.996487
165699.64,1000,465.99649
168522.16,1000,465.996493
160116.9,1000,465.996496
163566.16,1000,465.9965
177677.48,1000,465.996503
166900.6,1000,465.996506
161781.81,1000,468.269982
170857.64,1000,468.270023
168167.7,1000,468.270029
179499.72,1000,468.270033
159562.95,1000,468.270036
167478.84,1000,468.27004
147206.16,1000,468.270043
168842.25,1000,468.270046
168401.6,1000,468.270049
164834.88,1000,468.270052
102803.34,1000,468.270055
168196.67,1000,468.270058
167356.94,1000,468.270062
168205.97,1000,468.270065
165274.03,1000,468.270068
132819.95,1000,468.270071
167713.83,1000,470.095494
170341.7,1000,470.095534
125992.086,1000,470.09554
130520.68,1000,470.095544
166567.53,1000,470.095548
162376.28,1000,470.095551
169393.77,1000,470.095554
132921.08,1000,470.095557
167303.66,1000,470.095561
169171.14,1000,470.095564
164906.75,1000,470.095567
166708.22,1000,470.095571
159489.5,1000,470.095574
167123.72,1000,470.095577
168103.97,1000,470.09558
169847.16,1000,470.095583
176077.95,1000,472.354872
100613.445,1000,472.354909
159384.67,1000,472.354915
91345.49,1000,472.354919
174036.27,1000,472.354923
172358.61,1000,472.354926
154230.88,1000,472.354929
166805.98,1000,472.354932
163060.66,1000,472.354936
140155.52,1000,472.354939
167787.66,1000,472.354942
159412.14,1000,472.354945
166919.52,1000,472.354949
166704.94,1000,472.354952
165953.77,1000,472.354955
166634.64,1000,472.354958
172171.45,1000,474.126373
168194.44,1000,474.126416
168803.02,1000,474.126423
176466.9,1000,474.126427
174062.2,1000,474.126431
169238.98,1000,474.126434
128800.53,1000,474.126437
176123.72,1000,474.12644
171713.92,1000,474.126451
169403.03,1000,474.126454
160359.61,1000,474.126457
162368.83,1000,474.12646
167865.08,1000,474.126463
170137.94,1000,474.126466
145959.55,1000,474.126469
166569.03,1000,474.126472
171631.64,1000,476.412721
171549.77,1000,476.412758
163230.81,1000,476.412765
122109.016,1000,476.412768
167981.1,1000,476.412772
170949.97,1000,476.412775
167149.81,1000,476.412778
166974.1,1000,476.412782
168495.92,1000,476.412785
170332.56,1000,476.412788
170619.9,1000,476.412791
167769.58,1000,476.412794
166622.7,1000,476.412798
86885.19,1000,476.412801
159842.64,1000,476.412804
160827.52,1000,476.412807
169270.98,1000,478.217294
168640.1,1000,478.217333
169227.44,1000,478.217339
168881.69,1000,478.217342
102322.2,1000,478.217346
169370.95,1000,478.217349
167438.17,1000,478.217352
133842.55,1000,478.217355
141738.05,1000,478.217358
170634.58,1000,478.217361
107372.78,1000,478.217365
165884.03,1000,478.217368
166737.67,1000,478.217371
167933.5,1000,478.217374
110149.625,1000,478.217377
174825.58,1000,478.217381
156966.64,1000,480.482758
167417.2,1000,480.482799
168256.14,1000,480.482805
172194.58,1000,480.482808
168284.52,1000,480.482811
158308.45,1000,480.482815
169655.42,1000,480.482818
168197.05,1000,480.482821
163458.02,1000,480.482825
170263.19,1000,480.482828
98213.48,1000,480.482831
170796.0,1000,480.482834
167144.05,1000,480.482837
171561.92,1000,480.482841
165933.4,1000,480.482844
168362.47,1000,480.482847
93879.18,1000,482.298008
159746.56,1000,482.298048
170287.31,1000,482.298054
171286.2,1000,482.298058
148098.6,1000,482.298062
173879.36,1000,482.298065
152343.34,1000,482.298068
169820.11,1000,482.298071
167853.56,1000,482.298074
154380.1,1000,482.298077
118957.81,1000,482.29808
161793.53,1000,482.298084
171320.0,1000,482.298087
151556.36,1000,482.29809
149603.9,1000,482.298093
167688.75,1000,482.298096
168563.45,1000,484.641621
167712.06,1000,484.641657
177789.53,1000,484.641664
168221.27,1000,484.641667
167448.44,1000,484.64167
146826.95,1000,484.641674
97956.17,1000,484.641677
159987.19,1000,484.64168
171805.7,1000,484.641683
173773.75,1000,484.641687
168157.39,1000,484.64169
158440.84,1000,484.641693
101256.19,1000,484.641696
167998.38,1000,484.641699
168803.56,1000,484.641702
157660.34,1000,484.641706
169004.8,1000,486.505465
173994.9,1000,486.505508
170932.05,1000,486.505514
170020.64,1000,486.505518
170433.27,1000,486.505521
101760.12,1000,486.505524
151657.23,1000,486.505527
162377.19,1000,486.50553
91173.26,1000,486.505533
169232.72,1000,486.505537
157537.69,1000,486.50554
170101.47,1000,486.505543
135263.62,1000,486.505547
157675.95,1000,486.50555
174507.75,1000,486.505553
169195.5,1000,486.505556
170377.14,1000,488.848048
137875.31,1000,488.848088
173057.58,1000,488.848094
151164.28,1000,488.848098
166216.97,1000,488.848101
91968.875,1000,488.848104
170321.08,1000,488.848108
167642.62,1000,488.848111
169532.89,1000,488.848114
168036.98,1000,488.848118
169376.03,1000,488.848121
168613.53,1000,488.848124
113529.67,1000,488.848127
163249.48,1000,488.84813
174193.12,1000,488.848133
175857.33,1000,488.848136
171347.64,1000,490.748664
176152.44,1000,490.748702
172890.0,1000,490.748708
169843.53,1000,490.748712
163646.88,1000,490.748716
174242.9,1000,490.748719
175569.05,1000,490.748722
178872.06,1000,490.748725
175390.3,1000,490.748728
140365.34,1000,490.748731
169551.11,1000,490.748734
179025.86,1000,490.748738
133770.48,1000,490.748741
169152.25,1000,490.748744
149981.78,1000,490.748747
149792.33,1000,490.74875
168445.86,1000,493.124121
174638.3,1000,493.12416
73701.87,1000,493.124167
175869.64,1000,493.124171
93591.23,1000,493.124174
79955.54,1000,493.124177
176724.34,1000,493.124181
169643.12,1000,493.124184
170032.64,1000,493.124187
171737.61,1000,493.12419
172221.03,1000,493.124193
175179.66,1000,493.124197
165960.84,1000,493.1242
152844.02,1000,493.124203
171536.4,1000,493.124206
127227.445,1000,493.124209
172944.2,1000,494.970497
170697.75,1000,494.970546
171127.67,1000,494.970551
153682.31,1000,494.970555
164053.97,1000,494.970558
108855.945,1000,494.970561
173394.42,1000,494.970564
172458.14,1000,494.970567
170386.45,1000,494.970569
157697.39,1000,494.970572
169769.05,1000,494.970575
149654.0,1000,494.970578
161830.8,1000,494.970581
172728.44,1000,494.970584
169782.17,1000,494.970587
172749.7,1000,494.97059
167561.17,1000,497.284433
173012.47,1000,497.284472
97742.75,1000,497.284479
170201.75,1000,497.284483
174687.81,1000,497.284486
173062.45,1000,497.28449
161940.42,1000,497.284494
92692.55,1000,497.284497
170366.16,1000,497.2845
131805.33,1000,497.284504
178353.95,1000,497.284508
169395.2,1000,497.284511
120255.22,1000,497.284514
173506.47,1000,497.284517
170274.94,1000,497.284519
94734.86,1000,497.284522
167969.7,1000,499.119334
158386.55,1000,499.119374
173123.62,1000,499.11938
169622.22,1000,499.119385
177223.44,1000,499.119388
169298.2,1000,499.119391
142926.34,1000,499.119395
171344.45,1000,499.119398
170486.02,1000,499.119401
172765.73,1000,499.119404
163115.48,1000,499.119408
122708.69,1000,499.119418
173807.69,1000,499.119421
171090.5,1000,499.119424
177668.12,1000,499.119427
168665.33,1000,499.119431
114259.664,1000,501.49559
170251.88,1000,501.49563
89960.07,1000,501.495639
170396.17,1000,501.495644
173353.77,1000,501.495647
170195.6,1000,501.495651
159159.42,1000,501.495654
174586.39,1000,501.495657
169558.47,1000,501.49566
172945.36,1000,501.495663
170948.31,1000,501.495666
169875.12,1000,501.495669
147437.25,1000,501.495672
174012.11,1000,501.495676
91913.35,1000,501.495679
170387.52,1000,501.495682
175758.8,1000,503.371888
151672.52,1000,503.37193
170986.08,1000,503.371937
172001.67,1000,503.371941
92518.97,1000,503.371945
133282.67,1000,503.371948
173383.1,1000,503.371951
164985.33,1000,503.371954
160544.42,1000,503.371957
171720.25,1000,503.37196
153896.31,1000,503.371964
173171.88,1000,503.371967
172735.42,1000,503.37197
169570.83,1000,503.371974
171559.94,1000,503.371977
159497.73,1000,503.37198
170307.53,1000,506.147512
171584.19,1000,506.147563
172296.36,1000,506.147569
172385.78,1000,506.147573
172156.6,1000,506.147578
170094.3,1000,506.147581
175111.36,1000,506.147584
172739.14,1000,506.147588
113422.25,1000,506.147591
164893.44,1000,506.147594
177385.34,1000,506.147598
157698.39,1000,506.147601
170091.56,1000,506.147604
172781.31,1000,506.147607
155783.62,1000,506.14761
159177.97,1000,506.147614
169309.95,1000,508.318154
156655.39,1000,508.31822
177000.6,1000,508.318244
174479.53,1000,508.31825
176798.19,1000,508.318254
148866.23,1000,508.318258
173328.47,1000,508.318262
172351.08,1000,508.318266
170213.97,1000,508.318269
134030.03,1000,508.318273
169938.89,1000,508.318276
175679.19,1000,508.318279
125989.58,1000,508.318283
173275.05,1000,508.318286
172152.8,1000,508.318289
173762.14,1000,508.318292
159893.14,1000,511.129897
172752.11,1000,511.12994
171148.69,1000,511.129946
177636.88,1000,511.129951
155655.88,1000,511.130006
139167.47,1000,511.13002
132775.02,1000,511.130026
172454.73,1000,511.130032
169293.69,1000,511.130036
174159.25,1000,511.130041
175460.75,1000,511.130045
71602.66,1000,511.130049
116626.086,1000,511.130053
171773.69,1000,511.130057
116279.26,1000,511.130061
174533.36,1000,511.130065
173544.66,1000,513.307652
165381.0,1000,513.307689
120978.47,1000,513.307695
170966.14,1000,513.307698
160623.86,1000,513.307702
182169.73,1000,513.307705
145442.27,1000,513.307708
176089.94,1000,513.307712
171429.45,1000,513.307716
172260.2,1000,513.307719
171137.2,1000,513.307722
158962.83,1000,513.307725
174735.33,1000,513.307728
170053.25,1000,513.307732
143178.81,1000,513.307735
179098.27,1000,513.307738
169578.44,1000,515.623966
130140.55,1000,515.624007
171482.47,1000,515.624013
174885.47,1000,515.624017
162520.72,1000,515.624021
171193.28,1000,515.624024
98846.516,1000,515.624029
170469.69,1000,515.624033
149091.53,1000,515.624037
171392.47,1000,515.624041
168536.53,1000,515.624052
101979.99,1000,515.624056
170550.1,1000,515.624059
175090.11,1000,515.624062
172691.77,1000,515.624065
178982.92,1000,515.624068
170559.38,1000,517.48675
174073.33,1000,517.486789
170306.56,1000,517.486796
169841.0,1000,517.486799
171297.95,1000,517.486803
174787.23,1000,517.486806
170204.31,1000,517.486809
