#{"t_start": 1767536108.501753, "env_id": "None"}
r,l,t
74085.81,1000,98.939146
66649.17,1000,98.939153
78175.36,1000,98.93916
79549.055,1000,101.062537
80424.33,1000,101.062595
72931.76,1000,101.062605
76936.29,1000,101.062613
76594.016,1000,101.06262
81474.64,1000,101.062626
66772.305,1000,101.062633
73779.79,1000,105.899248
82104.06,1000,105.899683
75087.48,1000,105.899706
72356.62,1000,105.899717
79843.7,1000,105.899726
76206.72,1000,105.899739
79612.34,1000,105.899747
73972.41,1000,109.064584
93389.96,1000,109.064866
77033.04,1000,109.064887
91608.83,1000,109.064898
86657.625,1000,109.064906
92917.32,1000,109.064913
58341.27,1000,109.06492
77168.76,1000,118.677079
74933.25,1000,118.677391
69138.26,1000,118.677407
79859.2,1000,118.677416
80277.984,1000,118.677423
83768.19,1000,118.677431
58435.79,1000,118.677438
94627.78,1000,121.993049
87014.22,1000,121.993403
72248.21,1000,121.993423
78671.46,1000,121.993434
77875.45,1000,121.993442
86933.82,1000,121.993449
55431.82,1000,121.993456
67398.01,1000,126.720982
99569.1,1000,126.721516
71825.52,1000,126.721528
74583.74,1000,126.721537
65342.54,1000,126.721544
82834.81,1000,126.721551
70209.06,1000,126.721558
77964.15,1000,128.858604
85508.68,1000,128.858781
95656.33,1000,128.858802
66707.68,1000,128.858817
90865.22,1000,128.858825
80739.984,1000,128.858832
91254.62,1000,128.858839
82155.766,1000,133.465838
100643.36,1000,133.465941
96103.88,1000,133.465953
103259.3,1000,133.465962
93182.89,1000,133.46597
89617.234,1000,133.465978
83456.305,1000,133.465985
79800.516,1000,135.871416
74549.35,1000,135.871526
68766.41,1000,135.871538
72206.63,1000,135.871547
81317.72,1000,135.871556
59806.793,1000,135.871563
99652.57,1000,135.871573
82854.48,1000,141.000052
84034.055,1000,141.000526
67803.06,1000,141.000542
100298.125,1000,141.000552
73271.99,1000,141.00056
74798.81,1000,141.000568
85988.92,1000,141.000576
87234.49,1000,143.315309
90374.59,1000,143.315361
98305.22,1000,143.315373
111079.31,1000,143.315382
76738.27,1000,143.31539
83517.42,1000,143.315398
103441.59,1000,143.315405
78780.34,1000,148.595999
105339.52,1000,148.596312
69828.96,1000,148.596326
87119.55,1000,148.596336
75171.96,1000,148.596343
85369.81,1000,148.596351
101149.15,1000,148.596357
87941.38,1000,150.982569
80116.39,1000,150.98263
71827.97,1000,150.982642
72581.29,1000,150.982651
90975.13,1000,150.982659
93569.586,1000,150.982666
80434.19,1000,150.982674
90105.375,1000,156.037875
91109.625,1000,156.038225
111361.484,1000,156.038246
73674.43,1000,156.038256
86488.18,1000,156.038265
82514.8,1000,156.038272
80099.3,1000,156.038279
103913.195,1000,159.048396
111159.06,1000,159.048784
82848.71,1000,159.048808
88922.125,1000,159.048819
79300.41,1000,159.048828
111508.23,1000,159.048836
84628.4,1000,159.048843
100493.85,1000,166.204048
96336.625,1000,166.204383
83356.2,1000,166.204398
84226.71,1000,166.204406
101242.086,1000,166.204415
75851.47,1000,166.204423
99266.984,1000,166.204431
87171.96,1000,169.310489
73992.72,1000,169.311023
91118.76,1000,169.31104
103584.48,1000,169.31105
114767.95,1000,169.311059
98777.8,1000,169.311067
82437.53,1000,169.311075
126686.82,1000,174.31437
78698.32,1000,174.31463
99584.875,1000,174.314651
95191.09,1000,174.314662
98310.875,1000,174.31467
75257.38,1000,174.314677
102352.6,1000,174.314684
102865.48,1000,177.774271
69027.78,1000,177.774852
99261.445,1000,177.774866
101208.53,1000,177.774875
104251.11,1000,177.774883
74321.14,1000,177.77489
101085.96,1000,177.774898
107951.586,1000,180.853975
89664.016,1000,180.854381
79991.91,1000,180.854397
109560.164,1000,180.854406
80470.516,1000,180.854414
90035.65,1000,180.854421
92385.13,1000,180.854428
83746.086,1000,185.960768
94140.695,1000,185.961012
108529.68,1000,185.961046
74718.414,1000,185.961058
105975.93,1000,185.961068
114687.984,1000,185.961076
59677.03,1000,185.961092
99705.42,1000,188.174422
106576.33,1000,188.174484
105718.82,1000,188.174496
88122.11,1000,188.174505
112855.82,1000,188.174513
104639.19,1000,188.17452
88157.51,1000,188.174527
82876.375,1000,193.244212
122624.195,1000,193.244484
81209.65,1000,193.244512
68503.73,1000,193.244521
98692.82,1000,193.244536
124873.59,1000,193.244544
70317.125,1000,193.244551
112320.19,1000,195.313993
129302.65,1000,195.314052
114438.234,1000,195.314063
121823.95,1000,195.314071
130518.61,1000,195.314078
84938.625,1000,195.314084
84080.17,1000,195.314091
122369.63,1000,200.527573
135630.33,1000,200.52838
126968.2,1000,200.528416
128602.87,1000,200.528427
81228.62,1000,200.528437
103212.266,1000,200.528445
121740.83,1000,200.528453
103349.805,1000,202.722702
92611.5,1000,202.722766
100669.305,1000,202.722778
72990.6,1000,202.722787
132572.38,1000,202.722801
115088.56,1000,202.722808
134195.38,1000,202.722815
114106.445,1000,207.485068
122172.29,1000,207.485448
120804.875,1000,207.485467
84234.38,1000,207.48548
136916.9,1000,207.485492
118732.19,1000,207.485503
99381.516,1000,207.485512
118741.81,1000,209.708129
114818.61,1000,209.708184
89734.99,1000,209.708196
119999.6,1000,209.708205
119133.12,1000,209.708212
103336.555,1000,209.708219
134536.98,1000,209.708226
108902.08,1000,214.914841
125934.22,1000,214.915073
89053.11,1000,214.915096
137979.62,1000,214.915107
132977.7,1000,214.915116
122695.266,1000,214.915123
123232.67,1000,214.915131
130648.086,1000,216.99267
135284.89,1000,216.992729
135503.16,1000,216.992741
129619.625,1000,216.99275
95460.48,1000,216.992758
130941.086,1000,216.992765
107379.35,1000,216.992772
122548.1,1000,223.743867
129026.54,1000,223.744364
116790.29,1000,223.744377
133945.27,1000,223.744386
60899.17,1000,223.744393
133494.61,1000,223.744401
137832.94,1000,223.744408
105944.09,1000,226.513505
107331.234,1000,226.514086
125784.96,1000,226.514111
131365.94,1000,226.514122
93914.016,1000,226.51413
129171.58,1000,226.514138
132077.62,1000,226.514145
140100.38,1000,232.954574
71733.664,1000,232.954941
136197.69,1000,232.954958
132076.75,1000,232.954969
79937.86,1000,232.954978
133562.48,1000,232.954986
135575.33,1000,232.954999
89427.83,1000,234.91732
86718.9,1000,234.917374
106983.45,1000,234.917386
139008.48,1000,234.917395
136388.81,1000,234.917403
110271.31,1000,234.91741
93436.48,1000,234.917418
139735.89,1000,239.699133
138290.84,1000,239.699303
129376.95,1000,239.699325
92265.61,1000,239.699336
141362.53,1000,239.699346
138069.19,1000,239.699354
97533.91,1000,239.699362
142150.97,1000,241.799478
141191.7,1000,241.799553
136895.88,1000,241.799565
135585.81,1000,241.799574
104840.16,1000,241.799581
138630.34,1000,241.799588
99305.164,1000,241.799595
105569.03,1000,246.28991
85129.51,1000,246.290159
137193.06,1000,246.290174
140273.45,1000,246.290183
133206.33,1000,246.290191
136661.98,1000,246.290198
133948.89,1000,246.290205
137717.98,1000,248.486736
118511.05,1000,248.486797
140153.2,1000,248.486809
96562.984,1000,248.486818
109032.62,1000,248.486825
114555.7,1000,248.486832
135220.44,1000,248.486839
143407.42,1000,253.9162
93522.27,1000,253.916537
144088.6,1000,253.916553
96325.07,1000,253.916562
142481.17,1000,253.91657
140651.48,1000,253.916577
145055.88,1000,253.91659
144088.62,1000,256.076874
142781.81,1000,256.076937
145521.19,1000,256.076949
140213.66,1000,256.076957
141028.69,1000,256.076965
113406.24,1000,256.076972
146211.44,1000,256.076979
144062.64,1000,261.816489
83761.19,1000,261.816773
143965.6,1000,261.816795
141145.7,1000,261.816805
141286.42,1000,261.816814
146062.78,1000,261.816822
144472.55,1000,261.816829
144893.94,1000,264.267827
124051.84,1000,264.267893
143009.36,1000,264.267905
145706.64,1000,264.267913
142302.5,1000,264.267926
145120.84,1000,264.267934
145037.64,1000,264.267941
144405.39,1000,269.519691
144632.25,1000,269.520425
144010.69,1000,269.520447
143790.77,1000,269.52046
144125.0,1000,269.520473
146374.86,1000,269.520483
146366.45,1000,269.520491
146796.5,1000,272.347605
147018.73,1000,272.348292
145383.23,1000,272.34882
146674.14,1000,272.348831
145531.4,1000,272.348838
140730.88,1000,272.348848
145990.67,1000,272.348866
146706.77,1000,277.522404
144717.42,1000,277.522679
110293.47,1000,277.522693
147470.78,1000,277.522702
147239.72,1000,277.522709
90594.77,1000,277.522715
143133.0,1000,277.522721
149267.81,1000,279.682216
147546.64,1000,279.682278
147451.45,1000,279.68229
146754.06,1000,279.682297
147069.06,1000,279.682304
146807.12,1000,279.682311
146634.4,1000,279.682317
148756.42,1000,284.527344
136350.1,1000,284.527643
145497.02,1000,284.527657
147499.34,1000,284.527667
121806.414,1000,284.527675
147868.83,1000,284.527683
148186.83,1000,284.527691
98878.836,1000,288.146554
139034.47,1000,288.147141
141775.78,1000,288.147157
149082.27,1000,288.147167
149330.38,1000,288.147175
146553.92,1000,288.147182
149307.89,1000,288.147189
131776.94,1000,293.014585
149943.61,1000,293.014808
150786.94,1000,293.014829
138678.61,1000,293.014839
149073.86,1000,293.014847
137451.62,1000,293.014854
133844.98,1000,293.014861
147303.28,1000,295.327079
147132.0,1000,295.327139
123953.06,1000,295.327151
136072.08,1000,295.327159
150626.83,1000,295.327167
147304.22,1000,295.327174
148960.22,1000,295.327181
149428.64,1000,299.991373
149173.4,1000,299.991562
150667.47,1000,299.991584
146258.22,1000,299.991595
148270.47,1000,299.991604
104690.414,1000,299.991611
122369.06,1000,299.991619
151251.47,1000,302.23493
150317.64,1000,302.235097
149630.06,1000,302.235112
148273.69,1000,302.235124
139496.6,1000,302.235134
149105.66,1000,302.235143
149498.9,1000,302.235152
149570.14,1000,306.841503
150634.31,1000,306.841893
114409.414,1000,306.841912
137163.61,1000,306.841922
150799.48,1000,306.84193
150831.8,1000,306.841942
148987.69,1000,306.841949
150355.97,1000,309.223969
151977.11,1000,309.224012
150885.19,1000,309.224023
147767.0,1000,309.224031
138481.66,1000,309.224039
149252.7,1000,309.224046
146937.58,1000,309.224053
150510.31,1000,313.995598
150124.56,1000,313.996667
149669.55,1000,313.996696
127429.484,1000,313.996707
149770.94,1000,313.996716
148671.58,1000,313.996724
149233.52,1000,313.996731
151375.14,1000,316.279144
151475.06,1000,316.279245
146121.2,1000,316.279257
151293.89,1000,316.279266
150184.81,1000,316.279274
151114.69,1000,316.27928
150594.53,1000,316.279288
151651.38,1000,320.815274
149776.22,1000,320.816222
150351.73,1000,320.81715
147247.67,1000,320.817162
150658.16,1000,320.81717
151426.45,1000,320.817178
151481.61,1000,320.81719
142977.95,1000,322.80643
152587.44,1000,322.806478
151376.6,1000,322.806492
151484.72,1000,322.806501
152123.5,1000,322.806509
151942.98,1000,322.806516
137432.8,1000,322.806525
152848.36,1000,327.716934
151695.89,1000,327.717804
94942.36,1000,327.717827
152583.25,1000,327.717841
152665.55,1000,327.717849
147094.5,1000,327.717857
151221.12,1000,327.717864
151627.22,1000,329.993389
150900.45,1000,329.993485
151751.12,1000,329.993498
151942.61,1000,329.993507
152078.22,1000,329.993515
150140.0,1000,329.993523
130605.336,1000,329.99353
152450.23,1000,335.385773
142673.25,1000,335.386212
152802.69,1000,335.386228
152404.05,1000,335.386237
151388.4,1000,335.386245
129392.1,1000,335.386253
152333.06,1000,335.38626
153583.89,1000,337.891252
153005.73,1000,337.891846
153399.48,1000,337.891866
153384.64,1000,337.891876
152659.44,1000,337.891889
153396.22,1000,337.891897
151827.36,1000,337.89191
151942.78,1000,339.917536
151993.14,1000,339.917597
153384.5,1000,339.91761
149508.36,1000,339.917619
152492.78,1000,339.917627
152945.77,1000,339.917634
152116.55,1000,339.917641
154043.95,1000,344.846697
153049.98,1000,344.847042
154200.33,1000,344.847064
151280.7,1000,344.847075
153398.62,1000,344.84709
153205.75,1000,344.847099
154034.39,1000,344.847107
154060.98,1000,346.98642
153406.95,1000,346.986486
152424.97,1000,346.986498
145743.17,1000,346.986507
153289.58,1000,346.986515
153161.86,1000,346.986522
153919.69,1000,346.986528
153568.62,1000,352.62641
154036.31,1000,352.627307
154255.77,1000,352.627334
153661.81,1000,352.627345
153865.22,1000,352.627354
139333.1,1000,352.627362
152937.38,1000,352.62737
152600.81,1000,355.240706
154012.75,1000,355.240941
154153.61,1000,355.240962
154691.16,1000,355.240973
153612.62,1000,355.240982
153767.47,1000,355.24099
154514.89,1000,355.240998
154740.34,1000,359.84966
110019.72,1000,359.849795
153596.31,1000,359.849818
154523.02,1000,359.849829
154399.17,1000,359.849839
154849.12,1000,359.849848
154538.31,1000,359.849856
154225.7,1000,362.267301
155015.81,1000,362.267669
154413.4,1000,362.267682
154297.9,1000,362.267691
150536.25,1000,362.267698
154598.89,1000,362.267704
153790.25,1000,362.267716
154112.83,1000,367.151213
154199.06,1000,367.151469
154898.8,1000,367.151487
155109.77,1000,367.151501
154667.16,1000,367.15151
154724.66,1000,367.151517
155013.3,1000,367.151525
155024.12,1000,369.027416
154592.58,1000,369.027473
155087.03,1000,369.027485
154935.38,1000,369.027494
154477.62,1000,369.027502
154938.4,1000,369.02751
155750.64,1000,369.027517
154967.86,1000,373.868204
154913.34,1000,373.868507
154903.27,1000,373.868523
155766.11,1000,373.868533
154670.14,1000,373.868544
155136.38,1000,373.868552
153506.16,1000,373.86856
154775.11,1000,376.03007
155541.28,1000,376.030136
155053.44,1000,376.03015
155654.81,1000,376.03016
154931.73,1000,376.030167
154770.1,1000,376.030175
154515.75,1000,376.030182
146806.48,1000,381.331977
154500.11,1000,381.332253
155415.31,1000,381.332277
155002.17,1000,381.332288
153987.47,1000,381.332297
155253.17,1000,381.332305
155050.92,1000,381.332312
155180.5,1000,383.401603
155386.25,1000,383.40167
155066.8,1000,383.401683
155191.48,1000,383.401691
155331.19,1000,383.401699
155352.64,1000,383.401706
113109.53,1000,383.401713
155989.36,1000,388.33953
155200.52,1000,388.339776
155097.92,1000,388.339798
155390.47,1000,388.339809
154813.03,1000,388.339818
155608.97,1000,388.339827
155625.86,1000,388.339834
155959.16,1000,390.502472
154743.44,1000,390.502534
155800.66,1000,390.502546
155840.7,1000,390.502555
155040.12,1000,390.502564
154771.53,1000,390.502571
155397.05,1000,390.502579
155836.12,1000,395.370536
156079.61,1000,395.370894
155598.66,1000,395.370909
155746.33,1000,395.370918
155831.12,1000,395.370926
156300.39,1000,395.370933
156207.25,1000,395.37094
156027.19,1000,397.987242
155902.84,1000,397.98733
155658.03,1000,397.987342
155225.08,1000,397.987351
156304.44,1000,397.987358
155707.48,1000,397.987365
155341.12,1000,397.987372
155424.44,1000,402.810405
155672.64,1000,402.810686
155535.62,1000,402.810707
155792.75,1000,402.810718
156067.22,1000,402.810726
155247.66,1000,402.810734
156092.86,1000,402.81074
156262.0,1000,405.086061
156124.61,1000,405.087272
155943.14,1000,405.087286
155237.22,1000,405.087295
155894.38,1000,405.087302
156273.53,1000,405.08731
156109.14,1000,405.087317
156214.61,1000,409.734835
156040.84,1000,409.735112
156390.45,1000,409.735132
156086.47,1000,409.735143
156492.66,1000,409.735151
132988.89,1000,409.735158
156153.94,1000,409.735166
156063.23,1000,411.967654
155653.64,1000,411.967715
155932.75,1000,411.967727
156363.81,1000,411.967736
155008.72,1000,411.967743
156476.03,1000,411.96775
156956.08,1000,411.967757
156468.28,1000,416.36647
156636.44,1000,416.36747
155606.12,1000,416.367485
156070.48,1000,416.367494
156791.4,1000,416.367502
156550.95,1000,416.367509
156265.25,1000,416.367517
156286.28,1000,418.648734
156613.02,1000,418.648798
156211.19,1000,418.64881
156787.73,1000,418.648819
156225.56,1000,418.648828
156137.95,1000,418.648835
156595.0,1000,418.648842
156553.73,1000,424.529626
156801.36,1000,424.530591
156986.08,1000,424.530606
156528.42,1000,424.530616
156937.25,1000,424.530624
156943.45,1000,424.530632
156658.22,1000,424.530639
156509.28,1000,427.005475
156171.36,1000,427.006093
155902.16,1000,427.006107
156801.36,1000,427.006116
124623.25,1000,427.006123
156595.77,1000,427.006191
156806.86,1000,427.006199
156192.94,1000,431.679082
156497.22,1000,431.679395
156040.53,1000,431.679409
156433.23,1000,431.679418
156673.42,1000,431.679425
156325.61,1000,431.679432
156058.47,1000,431.679446
157053.72,1000,433.771925
156896.31,1000,433.772614
156874.2,1000,433.772625
155973.78,1000,433.772633
156926.44,1000,433.77264
157053.27,1000,433.772647
155686.56,1000,433.772653
156699.56,1000,438.251913
156355.66,1000,438.252094
156942.73,1000,438.252115
157079.31,1000,438.252125
131699.34,1000,438.252134
157123.38,1000,438.252141
157426.28,1000,438.252148
157121.31,1000,440.51582
157548.89,1000,440.515962
157505.28,1000,440.515975
157082.86,1000,440.515984
156908.94,1000,440.515991
146507.86,1000,440.515998
157096.52,1000,440.516005
156857.6,1000,444.929936
156440.48,1000,444.930209
157003.38,1000,444.93023
156948.25,1000,444.93024
156909.44,1000,444.930248
156004.95,1000,444.930256
156675.89,1000,444.930263
156065.11,1000,446.952972
157098.9,1000,446.953054
157105.39,1000,446.953066
157141.6,1000,446.953074
157118.5,1000,446.953082
157480.77,1000,446.953089
157029.61,1000,446.953095
157351.81,1000,455.511512
157374.64,1000,455.512144
157058.44,1000,455.512158
157115.03,1000,455.512167
157243.58,1000,455.512174
157321.3,1000,455.512182
156650.4,1000,455.512195
157387.08,1000,458.375904
157300.33,1000,458.376271
157408.73,1000,458.376295
157483.11,1000,458.376307
157436.31,1000,458.376316
157043.45,1000,458.376325
157142.7,1000,458.376333
157378.64,1000,463.422657
157435.28,1000,463.423066
157811.7,1000,463.423081
158020.75,1000,463.423091
157384.78,1000,463.423101
156626.3,1000,463.423109
157160.4,1000,463.423124
157609.1,1000,465.524597
157496.6,1000,465.524655
156756.6,1000,465.524668
157703.31,1000,465.524677
157426.36,1000,465.524689
157879.5,1000,465.524698
157258.88,1000,465.524708
157186.67,1000,470.133516
157364.92,1000,470.133846
157273.81,1000,470.133867
137582.42,1000,470.133877
157649.75,1000,470.133892
157819.19,1000,470.133901
157510.44,1000,470.133908
157272.0,1000,472.768031
157539.97,1000,472.768364
158107.3,1000,472.768388
157686.08,1000,472.7684
157062.56,1000,472.768409
157777.02,1000,472.768418
158082.06,1000,472.768426
157061.75,1000,478.411662
157581.73,1000,478.411957
157687.17,1000,478.411974
156563.23,1000,478.411984
158121.77,1000,478.411993
157545.66,1000,478.412001
157768.88,1000,478.412008
157969.02,1000,482.040246
157483.5,1000,482.040932
158389.14,1000,482.040962
158351.52,1000,482.04098
158092.14,1000,482.040992
158556.23,1000,482.041006
158693.3,1000,482.04102
157671.84,1000,486.972448
157643.0,1000,486.973395
157632.58,1000,486.973422
158063.47,1000,486.973434
139481.5,1000,486.974714
158749.16,1000,486.974734
157562.97,1000,486.974749
158132.03,1000,489.947791
157391.88,1000,489.947963
158887.69,1000,489.94798
158780.23,1000,489.947992
157950.27,1000,489.948002
129437.69,1000,489.948012
158773.33,1000,489.948026
158504.42,1000,498.115557
157834.28,1000,498.118069
146950.64,1000,498.11811
158105.66,1000,498.118128
158228.05,1000,498.118164
121281.35,1000,498.118175
158199.48,1000,498.118184
158305.83,1000,500.683885
157869.11,1000,500.683967
158010.03,1000,500.683982
144814.72,1000,500.683992
158497.23,1000,500.684001
157210.89,1000,500.68401
158360.88,1000,500.684019
158383.5,1000,503.594317
157914.77,1000,503.594595
123140.06,1000,503.594615
158465.7,1000,503.594627
158986.95,1000,503.594639
158253.38,1000,503.594655
158300.69,1000,503.594667
158254.38,1000,509.004775
158722.14,1000,509.005025
158176.62,1000,509.005043
158872.38,1000,509.005055
158287.33,1000,509.005065
158944.33,1000,509.005074
158743.19,1000,509.005083
157950.31,1000,511.71131
158577.23,1000,511.711443
158585.86,1000,511.711456
158564.16,1000,511.711465
158477.97,1000,511.711473
157393.06,1000,511.71148
159070.31,1000,511.711487
158774.61,1000,519.508101
159326.05,1000,519.509406
158184.86,1000,519.509434
159392.02,1000,519.509448
158645.92,1000,519.50951
159623.47,1000,519.509521
159413.88,1000,519.50953
158307.39,1000,522.127231
159331.67,1000,522.127295
91261.01,1000,522.12731
158203.08,1000,522.12732
159166.97,1000,522.12733
159755.12,1000,522.127347
158585.03,1000,522.127355
159200.08,1000,528.517624
158873.27,1000,528.518669
157084.47,1000,528.518696
144023.27,1000,528.518708
157025.27,1000,528.518718
159344.9,1000,528.518727
158293.08,1000,528.518735
159016.31,1000,530.87323
158594.78,1000,530.873297
125975.25,1000,530.873311
158705.97,1000,530.873325
158315.2,1000,530.873334
157983.86,1000,530.873343
159135.16,1000,530.873351
159232.5,1000,537.976483
158932.52,1000,537.977066
158958.8,1000,537.977093
126768.625,1000,537.977106
159037.3,1000,537.977117
159153.23,1000,537.977127
158655.73,1000,537.977136
158639.8,1000,540.805655
159571.8,1000,540.805725
158973.48,1000,540.805739
158374.98,1000,540.80575
158840.56,1000,540.805759
159033.6,1000,540.805768
158144.05,1000,540.805777
159608.2,1000,548.822144
159269.7,1000,548.823607
160105.7,1000,548.823686
130853.695,1000,548.823718
159862.86,1000,548.823778
159164.0,1000,548.823839
159227.11,1000,548.823869
152245.67,1000,551.57325
159465.62,1000,551.573324
159454.33,1000,551.573337
158859.72,1000,551.573348
159553.75,1000,551.573357
160099.28,1000,551.573365
159494.9,1000,551.573374
159900.44,1000,557.199505
159721.22,1000,557.199851
89166.84,1000,557.199886
159872.98,1000,557.199953
159190.38,1000,557.199988
159884.39,1000,557.200005
160122.39,1000,557.200019
159220.45,1000,559.716584
160396.06,1000,559.716647
158791.64,1000,559.71666
159377.2,1000,559.71667
159509.19,1000,559.716678
160296.33,1000,559.716686
159627.0,1000,559.716694
159697.2,1000,566.002775
160220.92,1000,566.003763
86150.99,1000,566.003786
159533.61,1000,566.00411
141910.86,1000,566.004124
159278.73,1000,566.004135
159695.64,1000,566.004145
159765.08,1000,581.495187
160328.83,1000,581.495699
160459.75,1000,581.495717
159437.05,1000,581.495728
156064.2,1000,581.495739
156907.05,1000,581.495748
159556.52,1000,581.495756
160417.89,1000,587.923068
159980.12,1000,587.923407
159539.25,1000,587.923435
160340.73,1000,587.923462
159248.31,1000,587.923473
159223.27,1000,587.923484
159633.86,1000,587.923888
159654.62,1000,590.794699
159669.34,1000,590.794952
160042.19,1000,590.794974
160047.81,1000,590.794989
160170.02,1000,590.795001
160118.56,1000,590.795014
115989.79,1000,590.795026
160386.33,1000,602.212888
160352.16,1000,602.213366
159774.23,1000,602.21339
160009.33,1000,602.213405
160139.89,1000,602.213418
159979.4,1000,602.21343
160443.4,1000,602.213441
160397.8,1000,604.969452
160780.66,1000,604.96952
160535.89,1000,604.969536
160609.62,1000,604.969547
160100.84,1000,604.969557
160405.39,1000,604.969566
160303.3,1000,604.969575
160205.38,1000,610.725283
159343.05,1000,610.725761
160604.55,1000,610.725796
160608.64,1000,610.725813
160473.53,1000,610.725828
160149.64,1000,610.725841
160606.39,1000,610.725852
160494.69,1000,614.396717
159374.39,1000,614.397725
160295.39,1000,614.397793
159974.45,1000,614.397807
160393.48,1000,614.397829
113267.914,1000,614.397839
160989.47,1000,614.397857
160156.66,1000,622.5727
161080.69,1000,622.573264
91781.26,1000,622.57329
160776.08,1000,622.573304
159978.14,1000,622.573318
161419.5,1000,622.57333
160750.47,1000,622.573343
160531.12,1000,625.101575
160888.78,1000,625.101638
159931.39,1000,625.101652
161108.77,1000,625.101662
161091.27,1000,625.101672
161274.44,1000,625.101681
160790.03,1000,625.101689
160349.67,1000,631.215432
160224.42,1000,631.215718
160939.4,1000,631.215736
160472.34,1000,631.215749
160200.6,1000,631.21576
160901.48,1000,631.215771
160960.3,1000,631.215782
160956.47,1000,634.607386
161560.28,1000,634.607447
160822.89,1000,634.607462
160342.12,1000,634.607472
161132.53,1000,634.607481
161610.6,1000,634.60749
160740.98,1000,634.607499
157995.67,1000,640.497152
